Date;Mask_Inside;Mask_Outside;Hard_Lockdown;Partial_lockdown;Partial Restrictions
06/03/2021;TRUE;TRUE;FALSE;FALSE;TRUE
07/03/2021;TRUE;TRUE;FALSE;FALSE;TRUE
08/03/2021;TRUE;TRUE;FALSE;FALSE;TRUE
09/03/2021;TRUE;TRUE;FALSE;FALSE;TRUE
10/03/2021;TRUE;TRUE;FALSE;FALSE;TRUE
11/03/2021;TRUE;TRUE;FALSE;FALSE;TRUE
12/03/2021;TRUE;TRUE;FALSE;FALSE;TRUE
13/03/2021;TRUE;TRUE;FALSE;FALSE;TRUE
14/03/2021;TRUE;TRUE;FALSE;FALSE;TRUE
15/03/2021;TRUE;TRUE;FALSE;FALSE;TRUE
16/03/2021;TRUE;TRUE;FALSE;FALSE;TRUE
17/03/2021;TRUE;TRUE;FALSE;FALSE;TRUE
18/03/2021;TRUE;TRUE;FALSE;FALSE;TRUE
19/03/2021;TRUE;TRUE;FALSE;FALSE;TRUE
20/03/2021;TRUE;TRUE;FALSE;FALSE;TRUE
21/03/2021;TRUE;TRUE;FALSE;FALSE;TRUE
22/03/2021;TRUE;TRUE;FALSE;FALSE;TRUE
23/03/2021;TRUE;TRUE;FALSE;FALSE;TRUE
24/03/2021;TRUE;TRUE;FALSE;FALSE;TRUE
25/03/2021;TRUE;TRUE;FALSE;FALSE;TRUE
26/03/2021;TRUE;TRUE;FALSE;FALSE;TRUE
27/03/2021;TRUE;TRUE;FALSE;FALSE;TRUE
28/03/2021;TRUE;TRUE;FALSE;FALSE;TRUE
29/03/2021;TRUE;TRUE;FALSE;FALSE;TRUE
30/03/2021;TRUE;TRUE;FALSE;FALSE;TRUE
31/03/2021;TRUE;TRUE;FALSE;FALSE;TRUE
01/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
02/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
03/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
04/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
05/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
06/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
07/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
08/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
09/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
10/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
11/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
12/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
13/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
14/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
15/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
16/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
17/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
18/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
19/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
20/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
21/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
22/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
23/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
24/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
25/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
26/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
27/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
28/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
29/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
30/04/2021;TRUE;TRUE;FALSE;FALSE;TRUE
01/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
02/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
03/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
04/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
05/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
06/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
07/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
08/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
09/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
10/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
11/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
12/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
13/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
14/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
15/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
16/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
17/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
18/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
19/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
20/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
21/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
22/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
23/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
24/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
25/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
26/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
27/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
28/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
29/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
30/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
31/05/2021;TRUE;TRUE;FALSE;FALSE;TRUE
01/06/2021;TRUE;TRUE;FALSE;FALSE;TRUE
02/06/2021;TRUE;TRUE;FALSE;FALSE;TRUE
03/06/2021;TRUE;TRUE;FALSE;FALSE;TRUE
04/06/2021;TRUE;TRUE;FALSE;FALSE;TRUE
05/06/2021;TRUE;TRUE;FALSE;FALSE;TRUE
06/06/2021;TRUE;TRUE;FALSE;FALSE;TRUE
07/06/2021;TRUE;TRUE;FALSE;FALSE;TRUE
08/06/2021;TRUE;TRUE;FALSE;FALSE;TRUE
09/06/2021;TRUE;TRUE;FALSE;FALSE;TRUE
10/06/2021;TRUE;TRUE;FALSE;FALSE;TRUE
11/06/2021;TRUE;TRUE;FALSE;FALSE;TRUE
12/06/2021;TRUE;TRUE;FALSE;FALSE;TRUE
13/06/2021;TRUE;TRUE;FALSE;FALSE;TRUE
14/06/2021;TRUE;TRUE;FALSE;FALSE;TRUE
15/06/2021;TRUE;TRUE;FALSE;FALSE;TRUE
16/06/2021;TRUE;TRUE;FALSE;FALSE;TRUE
17/06/2021;TRUE;TRUE;FALSE;FALSE;TRUE
18/06/2021;TRUE;TRUE;FALSE;FALSE;TRUE
19/06/2021;TRUE;TRUE;FALSE;FALSE;TRUE
20/06/2021;TRUE;TRUE;FALSE;FALSE;TRUE
21/06/2021;TRUE;TRUE;FALSE;FALSE;TRUE
22/06/2021;TRUE;TRUE;FALSE;FALSE;TRUE
23/06/2021;TRUE;TRUE;FALSE;FALSE;TRUE
24/06/2021;TRUE;TRUE;FALSE;FALSE;TRUE
25/06/2021;TRUE;TRUE;FALSE;FALSE;TRUE
26/06/2021;TRUE;FALSE;FALSE;FALSE;TRUE
27/06/2021;TRUE;FALSE;FALSE;FALSE;TRUE
28/06/2021;TRUE;FALSE;FALSE;FALSE;TRUE
29/06/2021;TRUE;FALSE;FALSE;FALSE;TRUE
30/06/2021;TRUE;FALSE;FALSE;FALSE;TRUE
01/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
02/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
03/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
04/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
05/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
06/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
07/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
08/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
09/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
10/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
11/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
12/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
13/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
14/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
15/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
16/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
17/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
18/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
19/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
20/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
21/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
22/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
23/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
24/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
25/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
26/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
27/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
28/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
29/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
30/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
31/07/2021;TRUE;FALSE;FALSE;FALSE;TRUE
01/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
02/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
03/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
04/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
05/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
06/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
07/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
08/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
09/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
10/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
11/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
12/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
13/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
14/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
15/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
16/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
17/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
18/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
19/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
20/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
21/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
22/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
23/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
24/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
25/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
26/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
27/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
28/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
29/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
30/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
31/08/2021;TRUE;FALSE;FALSE;FALSE;TRUE
01/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
02/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
03/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
04/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
05/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
06/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
07/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
08/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
09/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
10/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
11/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
12/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
13/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
14/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
15/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
16/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
17/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
18/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
19/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
20/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
21/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
22/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
23/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
24/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
25/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
26/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
27/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
28/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
29/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
30/09/2021;TRUE;FALSE;FALSE;FALSE;TRUE
01/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
02/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
03/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
04/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
05/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
06/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
07/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
08/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
09/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
10/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
11/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
12/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
13/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
14/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
15/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
16/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
17/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
18/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
19/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
20/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
21/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
22/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
23/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
24/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
25/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
26/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
27/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
28/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
29/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
30/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
31/10/2021;TRUE;FALSE;FALSE;FALSE;TRUE
01/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
02/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
03/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
04/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
05/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
06/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
07/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
08/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
09/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
10/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
11/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
12/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
13/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
14/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
15/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
16/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
17/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
18/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
19/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
20/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
21/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
22/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
23/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
24/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
25/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
26/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
27/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
28/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
29/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
30/11/2021;TRUE;FALSE;FALSE;FALSE;TRUE
01/12/2021;TRUE;FALSE;FALSE;FALSE;TRUE
02/12/2021;TRUE;FALSE;FALSE;FALSE;TRUE
03/12/2021;TRUE;FALSE;FALSE;FALSE;TRUE
04/12/2021;TRUE;FALSE;FALSE;FALSE;TRUE
05/12/2021;TRUE;FALSE;FALSE;FALSE;TRUE
06/12/2021;TRUE;FALSE;FALSE;FALSE;TRUE
07/12/2021;TRUE;FALSE;FALSE;FALSE;TRUE
08/12/2021;TRUE;FALSE;FALSE;FALSE;TRUE
09/12/2021;TRUE;FALSE;FALSE;FALSE;TRUE
10/12/2021;TRUE;FALSE;FALSE;FALSE;TRUE
11/12/2021;TRUE;FALSE;FALSE;FALSE;TRUE
12/12/2021;TRUE;FALSE;FALSE;FALSE;TRUE
13/12/2021;TRUE;FALSE;FALSE;FALSE;TRUE
14/12/2021;TRUE;FALSE;FALSE;FALSE;TRUE
15/12/2021;TRUE;FALSE;FALSE;FALSE;TRUE
16/12/2021;TRUE;FALSE;FALSE;FALSE;TRUE
17/12/2021;TRUE;FALSE;FALSE;FALSE;TRUE
18/12/2021;TRUE;FALSE;FALSE;FALSE;TRUE
19/12/2021;TRUE;FALSE;FALSE;FALSE;TRUE
20/12/2021;TRUE;FALSE;FALSE;FALSE;TRUE
21/12/2021;TRUE;FALSE;FALSE;FALSE;TRUE
22/12/2021;TRUE;FALSE;FALSE;FALSE;TRUE
23/12/2021;TRUE;TRUE;FALSE;FALSE;TRUE
24/12/2021;TRUE;TRUE;FALSE;FALSE;TRUE
25/12/2021;TRUE;TRUE;FALSE;FALSE;TRUE
26/12/2021;TRUE;TRUE;FALSE;FALSE;TRUE
27/12/2021;TRUE;TRUE;FALSE;FALSE;TRUE
28/12/2021;TRUE;TRUE;FALSE;FALSE;TRUE
29/12/2021;TRUE;TRUE;FALSE;FALSE;TRUE
30/12/2021;TRUE;TRUE;FALSE;FALSE;TRUE
31/12/2021;TRUE;TRUE;FALSE;FALSE;TRUE
01/01/2022;TRUE;TRUE;FALSE;FALSE;TRUE
02/01/2022;TRUE;TRUE;FALSE;FALSE;TRUE
03/01/2022;TRUE;TRUE;FALSE;FALSE;TRUE
04/01/2022;TRUE;TRUE;FALSE;FALSE;TRUE
05/01/2022;TRUE;TRUE;FALSE;FALSE;TRUE
06/01/2022;TRUE;TRUE;FALSE;FALSE;TRUE
07/01/2022;TRUE;TRUE;FALSE;FALSE;TRUE
08/01/2022;TRUE;TRUE;FALSE;FALSE;TRUE
09/01/2022;TRUE;TRUE;FALSE;FALSE;TRUE
10/01/2022;TRUE;TRUE;FALSE;FALSE;TRUE
11/01/2022;TRUE;TRUE;FALSE;FALSE;TRUE
12/01/2022;TRUE;TRUE;FALSE;FALSE;TRUE
13/01/2022;TRUE;TRUE;FALSE;FALSE;TRUE
14/01/2022;TRUE;TRUE;FALSE;FALSE;TRUE
15/01/2022;TRUE;TRUE;FALSE;FALSE;TRUE
16/01/2022;TRUE;TRUE;FALSE;FALSE;TRUE
17/01/2022;TRUE;TRUE;FALSE;FALSE;TRUE
